date,age,deaths
11/30/2020,40-49 years,231
11/30/2020,45-54 years,278
11/30/2020,50-64 years,836
11/30/2020,55-64 years,681
11/30/2020,65-74 years,1070
11/30/2020,75-84 years,1125
11/30/2020,85 years and over,801
11/30/2020,All Ages,3881
11/30/2020,Under 1 year,18
11/30/2020,0-17 years,32
11/30/2020,1-4 years,
11/30/2020,5-14 years,
11/30/2020,15-24 years,31
11/30/2020,18-29 years,48
11/30/2020,25-34 years,54
11/30/2020,30-39 years,64
11/30/2020,35-44 years,89
11/30/2020,40-49 years,134
11/30/2020,45-54 years,208
11/30/2020,50-64 years,620
11/30/2020,55-64 years,490
11/30/2020,65-74 years,751
11/30/2020,75-84 years,1008
11/30/2020,85 years and over,1224
12/31/2020,All Ages,9970
12/31/2020,Under 1 year,46
12/31/2020,0-17 years,75
12/31/2020,1-4 years,
12/31/2020,5-14 years,10
12/31/2020,15-24 years,97
12/31/2020,18-29 years,174
12/31/2020,25-34 years,194
12/31/2020,30-39 years,254
12/31/2020,35-44 years,339
12/31/2020,40-49 years,446
12/31/2020,45-54 years,613
12/31/2020,50-64 years,1696
12/31/2020,55-64 years,1339
12/31/2020,65-74 years,2253
12/31/2020,75-84 years,2514
12/31/2020,85 years and over,2558
12/31/2020,All Ages,5341
12/31/2020,Under 1 year,29
12/31/2020,0-17 years,50
12/31/2020,1-4 years,
12/31/2020,5-14 years,
12/31/2020,15-24 years,71
12/31/2020,18-29 years,130
12/31/2020,25-34 years,136
12/31/2020,30-39 years,174
12/31/2020,35-44 years,235
12/31/2020,40-49 years,296
12/31/2020,45-54 years,373
12/31/2020,50-64 years,1053
12/31/2020,55-64 years,847
12/31/2020,65-74 years,1319
12/31/2020,75-84 years,1343
12/31/2020,85 years and over,976
12/31/2020,All Ages,4629
12/31/2020,Under 1 year,17
12/31/2020,0-17 years,25
12/31/2020,1-4 years,
12/31/2020,5-14 years,
12/31/2020,15-24 years,26
12/31/2020,18-29 years,44
12/31/2020,25-34 years,58
12/31/2020,30-39 years,80
12/31/2020,35-44 years,104
12/31/2020,40-49 years,150
12/31/2020,45-54 years,240
12/31/2020,50-64 years,643
12/31/2020,55-64 years,492
12/31/2020,65-74 years,934
12/31/2020,75-84 years,1171
12/31/2020,85 years and over,1582
1/31/2021,All Ages,10106
1/31/2021,Under 1 year,57
1/31/2021,0-17 years,96
1/31/2021,1-4 years,14
1/31/2021,5-14 years,10
1/31/2021,15-24 years,101
1/31/2021,18-29 years,179
1/31/2021,25-34 years,214
1/31/2021,30-39 years,259
1/31/2021,35-44 years,322
1/31/2021,40-49 years,450
1/31/2021,45-54 years,684
1/31/2021,50-64 years,1819
1/31/2021,55-64 years,1401
1/31/2021,65-74 years,2173
1/31/2021,75-84 years,2654
1/31/2021,85 years and over,2476
1/31/2021,All Ages,5300
1/31/2021,Under 1 year,33
1/31/2021,0-17 years,60
1/31/2021,1-4 years,
1/31/2021,5-14 years,
1/31/2021,15-24 years,79
1/31/2021,18-29 years,132
1/31/2021,25-34 years,142
1/31/2021,30-39 years,157
1/31/2021,35-44 years,190
1/31/2021,40-49 years,269
1/31/2021,45-54 years,401
1/31/2021,50-64 years,1083
1/31/2021,55-64 years,842
1/31/2021,65-74 years,1263
1/31/2021,75-84 years,1397
1/31/2021,85 years and over,939
1/31/2021,All Ages,4806
1/31/2021,Under 1 year,24
1/31/2021,0-17 years,36
1/31/2021,1-4 years,
1/31/2021,5-14 years,
1/31/2021,15-24 years,22
1/31/2021,18-29 years,47
1/31/2021,25-34 years,72
1/31/2021,30-39 years,102
1/31/2021,35-44 years,132
1/31/2021,40-49 years,181
1/31/2021,45-54 years,283
1/31/2021,50-64 years,736
1/31/2021,55-64 years,559
1/31/2021,65-74 years,910
1/31/2021,75-84 years,1257
1/31/2021,85 years and over,1537
2/28/2021,All Ages,7261
2/28/2021,Under 1 year,48
2/28/2021,0-17 years,98
2/28/2021,1-4 years,14
2/28/2021,5-14 years,17
2/28/2021,15-24 years,80
2/28/2021,18-29 years,143
2/28/2021,25-34 years,183
2/28/2021,30-39 years,233
2/28/2021,35-44 years,269
2/28/2021,40-49 years,340
2/28/2021,45-54 years,490
2/28/2021,50-64 years,1368
2/28/2021,55-64 years,1081
2/28/2021,65-74 years,1674
2/28/2021,75-84 years,1737
2/28/2021,85 years and over,1668
2/28/2021,All Ages,3905
2/28/2021,Under 1 year,30
2/28/2021,0-17 years,57
2/28/2021,1-4 years,
2/28/2021,5-14 years,
2/28/2021,15-24 years,55
2/28/2021,18-29 years,95
2/28/2021,25-34 years,124
2/28/2021,30-39 years,152
2/28/2021,35-44 years,172
2/28/2021,40-49 years,208
2/28/2021,45-54 years,288
2/28/2021,50-64 years,829
2/28/2021,55-64 years,656
2/28/2021,65-74 years,980
2/28/2021,75-84 years,943
2/28/2021,85 years and over,641
2/28/2021,All Ages,3356
2/28/2021,Under 1 year,18
2/28/2021,0-17 years,41
2/28/2021,1-4 years,
2/28/2021,5-14 years,
2/28/2021,15-24 years,25
2/28/2021,18-29 years,48
2/28/2021,25-34 years,59
2/28/2021,30-39 years,81
2/28/2021,35-44 years,97
2/28/2021,40-49 years,132
2/28/2021,45-54 years,202
2/28/2021,50-64 years,539
2/28/2021,55-64 years,425
2/28/2021,65-74 years,694
2/28/2021,75-84 years,794
2/28/2021,85 years and over,1027
3/31/2021,All Ages,7116
3/31/2021,Under 1 year,44
3/31/2021,0-17 years,75
3/31/2021,1-4 years,
3/31/2021,5-14 years,12
3/31/2021,15-24 years,98
3/31/2021,18-29 years,178
3/31/2021,25-34 years,199
3/31/2021,30-39 years,235
3/31/2021,35-44 years,291
3/31/2021,40-49 years,382
3/31/2021,45-54 years,518
3/31/2021,50-64 years,1384
3/31/2021,55-64 years,1084
3/31/2021,65-74 years,1596
3/31/2021,75-84 years,1721
3/31/2021,85 years and over,1545
3/31/2021,All Ages,3744
3/31/2021,Under 1 year,23
3/31/2021,0-17 years,46
3/31/2021,1-4 years,
3/31/2021,5-14 years,10
3/31/2021,15-24 years,76
3/31/2021,18-29 years,136
3/31/2021,25-34 years,138
3/31/2021,30-39 years,154
3/31/2021,35-44 years,175
3/31/2021,40-49 years,224
3/31/2021,45-54 years,319
3/31/2021,50-64 years,843
3/31/2021,55-64 years,657
3/31/2021,65-74 years,897
3/31/2021,75-84 years,847
3/31/2021,85 years and over,597
3/31/2021,All Ages,3372
3/31/2021,Under 1 year,21
3/31/2021,0-17 years,29
3/31/2021,1-4 years,
3/31/2021,5-14 years,
3/31/2021,15-24 years,22
3/31/2021,18-29 years,42
3/31/2021,25-34 years,61
3/31/2021,30-39 years,81
3/31/2021,35-44 years,116
3/31/2021,40-49 years,158
3/31/2021,45-54 years,199
3/31/2021,50-64 years,541
3/31/2021,55-64 years,427
3/31/2021,65-74 years,699
3/31/2021,75-84 years,874
3/31/2021,85 years and over,948
4/30/2021,All Ages,7068
4/30/2021,Under 1 year,54
4/30/2021,0-17 years,94
4/30/2021,1-4 years,13
4/30/2021,5-14 years,12
4/30/2021,15-24 years,115
4/30/2021,18-29 years,192
4/30/2021,25-34 years,217
4/30/2021,30-39 years,258
4/30/2021,35-44 years,299
4/30/2021,40-49 years,383
4/30/2021,45-54 years,519
4/30/2021,50-64 years,1411
4/30/2021,55-64 years,1109
4/30/2021,65-74 years,1607
4/30/2021,75-84 years,1701
4/30/2021,85 years and over,1422
4/30/2021,All Ages,3810
4/30/2021,Under 1 year,32
4/30/2021,0-17 years,57
4/30/2021,1-4 years,
4/30/2021,5-14 years,
4/30/2021,15-24 years,85
4/30/2021,18-29 years,139
4/30/2021,25-34 years,143
4/30/2021,30-39 years,155
4/30/2021,35-44 years,194
4/30/2021,40-49 years,247
4/30/2021,45-54 years,316
4/30/2021,50-64 years,874
4/30/2021,55-64 years,691
4/30/2021,65-74 years,914
4/30/2021,75-84 years,870
4/30/2021,85 years and over,554
4/30/2021,All Ages,3258
4/30/2021,Under 1 year,22
4/30/2021,0-17 years,37
4/30/2021,1-4 years,
4/30/2021,5-14 years,
4/30/2021,15-24 years,30
4/30/2021,18-29 years,53
4/30/2021,25-34 years,74
4/30/2021,30-39 years,103
4/30/2021,35-44 years,105
4/30/2021,40-49 years,136
4/30/2021,45-54 years,203
4/30/2021,50-64 years,537
4/30/2021,55-64 years,418
4/30/2021,65-74 years,693
4/30/2021,75-84 years,831
4/30/2021,85 years and over,868
5/31/2021,All Ages,7084
5/31/2021,Under 1 year,52
5/31/2021,0-17 years,90
5/31/2021,1-4 years,11
5/31/2021,5-14 years,15
5/31/2021,15-24 years,97
5/31/2021,18-29 years,169
5/31/2021,25-34 years,191
5/31/2021,30-39 years,242
5/31/2021,35-44 years,323
5/31/2021,40-49 years,431
5/31/2021,45-54 years,574
5/31/2021,50-64 years,1483
5/31/2021,55-64 years,1152
5/31/2021,65-74 years,1549
5/31/2021,75-84 years,1642
5/31/2021,85 years and over,1478
5/31/2021,All Ages,3753
5/31/2021,Under 1 year,28
5/31/2021,0-17 years,57
5/31/2021,1-4 years,
5/31/2021,5-14 years,12
5/31/2021,15-24 years,64
5/31/2021,18-29 years,118
5/31/2021,25-34 years,141
5/31/2021,30-39 years,176
5/31/2021,35-44 years,217
5/31/2021,40-49 years,262
5/31/2021,45-54 years,347
5/31/2021,50-64 years,882
5/31/2021,55-64 years,679
5/31/2021,65-74 years,887
5/31/2021,75-84 years,795
5/31/2021,85 years and over,576
5/31/2021,All Ages,3331
5/31/2021,Under 1 year,24
5/31/2021,0-17 years,33
5/31/2021,1-4 years,
5/31/2021,5-14 years,
5/31/2021,15-24 years,33
5/31/2021,18-29 years,51
5/31/2021,25-34 years,50
5/31/2021,30-39 years,66
5/31/2021,35-44 years,106
5/31/2021,40-49 years,169
5/31/2021,45-54 years,227
5/31/2021,50-64 years,601
5/31/2021,55-64 years,473
5/31/2021,65-74 years,662
5/31/2021,75-84 years,847
5/31/2021,85 years and over,902
6/30/2021,All Ages,6757
6/30/2021,Under 1 year,60
6/30/2021,0-17 years,94
6/30/2021,1-4 years,
6/30/2021,5-14 years,15
6/30/2021,15-24 years,102
6/30/2021,18-29 years,184
6/30/2021,25-34 years,226
6/30/2021,30-39 years,283
6/30/2021,35-44 years,334
6/30/2021,40-49 years,378
6/30/2021,45-54 years,479
6/30/2021,50-64 years,1312
6/30/2021,55-64 years,1026
6/30/2021,65-74 years,1494
6/30/2021,75-84 years,1599
6/30/2021,85 years and over,1413
6/30/2021,All Ages,3510
6/30/2021,Under 1 year,36
6/30/2021,0-17 years,56
6/30/2021,1-4 years,
6/30/2021,5-14 years,
6/30/2021,15-24 years,65
6/30/2021,18-29 years,122
6/30/2021,25-34 years,155
6/30/2021,30-39 years,196
6/30/2021,35-44 years,234
6/30/2021,40-49 years,239
6/30/2021,45-54 years,281
6/30/2021,50-64 years,796
6/30/2021,55-64 years,625
6/30/2021,65-74 years,805
6/30/2021,75-84 years,811
6/30/2021,85 years and over,485
6/30/2021,All Ages,3247
6/30/2021,Under 1 year,24
6/30/2021,0-17 years,38
6/30/2021,1-4 years,
6/30/2021,5-14 years,
6/30/2021,15-24 years,37
6/30/2021,18-29 years,62
6/30/2021,25-34 years,71
6/30/2021,30-39 years,87
6/30/2021,35-44 years,100
6/30/2021,40-49 years,139
6/30/2021,45-54 years,198
6/30/2021,50-64 years,516
6/30/2021,55-64 years,401
6/30/2021,65-74 years,689
6/30/2021,75-84 years,788
6/30/2021,85 years and over,928
7/31/2021,All Ages,6766
7/31/2021,Under 1 year,42
7/31/2021,0-17 years,77
7/31/2021,1-4 years,13
7/31/2021,5-14 years,13
7/31/2021,15-24 years,81
7/31/2021,18-29 years,168
7/31/2021,25-34 years,207
7/31/2021,30-39 years,242
7/31/2021,35-44 years,306
7/31/2021,40-49 years,379
7/31/2021,45-54 years,491
7/31/2021,50-64 years,1337
7/31/2021,55-64 years,1050
7/31/2021,65-74 years,1524
7/31/2021,75-84 years,1597
7/31/2021,85 years and over,1442
7/31/2021,All Ages,3561
7/31/2021,Under 1 year,23
7/31/2021,0-17 years,44
7/31/2021,1-4 years,
7/31/2021,5-14 years,
7/31/2021,15-24 years,53
7/31/2021,18-29 years,110
7/31/2021,25-34 years,136
7/31/2021,30-39 years,159
7/31/2021,35-44 years,201
7/31/2021,40-49 years,236
7/31/2021,45-54 years,293
7/31/2021,50-64 years,799
7/31/2021,55-64 years,627
7/31/2021,65-74 years,831
7/31/2021,75-84 years,796
7/31/2021,85 years and over,586
7/31/2021,All Ages,3205
7/31/2021,Under 1 year,19
7/31/2021,0-17 years,33
7/31/2021,1-4 years,
7/31/2021,5-14 years,
7/31/2021,15-24 years,28
7/31/2021,18-29 years,58
7/31/2021,25-34 years,71
7/31/2021,30-39 years,83
7/31/2021,35-44 years,105
7/31/2021,40-49 years,143
7/31/2021,45-54 years,198
7/31/2021,50-64 years,538
7/31/2021,55-64 years,423
7/31/2021,65-74 years,693
7/31/2021,75-84 years,801
7/31/2021,85 years and over,856
8/31/2021,All Ages,8598
8/31/2021,Under 1 year,42
8/31/2021,0-17 years,80
8/31/2021,1-4 years,11
8/31/2021,5-14 years,10
8/31/2021,15-24 years,89
8/31/2021,18-29 years,181
8/31/2021,25-34 years,266
8/31/2021,30-39 years,354
8/31/2021,35-44 years,423
8/31/2021,40-49 years,511
8/31/2021,45-54 years,708
8/31/2021,50-64 years,1797
8/31/2021,55-64 years,1374
8/31/2021,65-74 years,2006
8/31/2021,75-84 years,1972
8/31/2021,85 years and over,1697
8/31/2021,All Ages,4603
8/31/2021,Under 1 year,21
8/31/2021,0-17 years,41
8/31/2021,1-4 years,
8/31/2021,5-14 years,
8/31/2021,15-24 years,61
8/31/2021,18-29 years,123
8/31/2021,25-34 years,176
8/31/2021,30-39 years,231
8/31/2021,35-44 years,256
8/31/2021,40-49 years,292
8/31/2021,45-54 years,430
8/31/2021,50-64 years,1059
8/31/2021,55-64 years,791
8/31/2021,65-74 years,1176
8/31/2021,75-84 years,1019
8/31/2021,85 years and over,662
8/31/2021,All Ages,3995
8/31/2021,Under 1 year,21
8/31/2021,0-17 years,39
8/31/2021,1-4 years,
8/31/2021,5-14 years,
8/31/2021,15-24 years,28
8/31/2021,18-29 years,58
8/31/2021,25-34 years,90
8/31/2021,30-39 years,123
8/31/2021,35-44 years,167
8/31/2021,40-49 years,219
8/31/2021,45-54 years,278
8/31/2021,50-64 years,738
8/31/2021,55-64 years,583
8/31/2021,65-74 years,830
8/31/2021,75-84 years,953
8/31/2021,85 years and over,1035
9/30/2021,All Ages,10038
9/30/2021,Under 1 year,52
9/30/2021,0-17 years,103
9/30/2021,1-4 years,13
9/30/2021,5-14 years,14
9/30/2021,15-24 years,108
9/30/2021,18-29 years,205
9/30/2021,25-34 years,318
9/30/2021,30-39 years,411
9/30/2021,35-44 years,486
9/30/2021,40-49 years,638
9/30/2021,45-54 years,923
9/30/2021,50-64 years,2305
9/30/2021,55-64 years,1748
9/30/2021,65-74 years,2323
9/30/2021,75-84 years,2228
9/30/2021,85 years and over,1825
9/30/2021,All Ages,5383
9/30/2021,Under 1 year,24
9/30/2021,0-17 years,57
9/30/2021,1-4 years,
9/30/2021,5-14 years,
9/30/2021,15-24 years,82
9/30/2021,18-29 years,142
9/30/2021,25-34 years,204
9/30/2021,30-39 years,265
9/30/2021,35-44 years,310
9/30/2021,40-49 years,405
9/30/2021,45-54 years,565
9/30/2021,50-64 years,1359
9/30/2021,55-64 years,1028
9/30/2021,65-74 years,1316
9/30/2021,75-84 years,1176
9/30/2021,85 years and over,663
9/30/2021,All Ages,4655
9/30/2021,Under 1 year,28
9/30/2021,0-17 years,46
9/30/2021,1-4 years,
9/30/2021,5-14 years,
9/30/2021,15-24 years,26
9/30/2021,18-29 years,63
9/30/2021,25-34 years,114
9/30/2021,30-39 years,146
9/30/2021,35-44 years,176
9/30/2021,40-49 years,233
9/30/2021,45-54 years,358
9/30/2021,50-64 years,946
9/30/2021,55-64 years,720
9/30/2021,65-74 years,1007
9/30/2021,75-84 years,1052
9/30/2021,85 years and over,1162
10/31/2021,All Ages,8389
10/31/2021,Under 1 year,37
10/31/2021,0-17 years,80
10/31/2021,1-4 years,
10/31/2021,5-14 years,12
10/31/2021,15-24 years,107
10/31/2021,18-29 years,179
10/31/2021,25-34 years,237
10/31/2021,30-39 years,332
10/31/2021,35-44 years,405
10/31/2021,40-49 years,513
10/31/2021,45-54 years,717
10/31/2021,50-64 years,1812
10/31/2021,55-64 years,1392
10/31/2021,65-74 years,1911
10/31/2021,75-84 years,1897
10/31/2021,85 years and over,1665
10/31/2021,All Ages,4490
10/31/2021,Under 1 year,22
10/31/2021,0-17 years,45
10/31/2021,1-4 years,
10/31/2021,5-14 years,
10/31/2021,15-24 years,77
10/31/2021,18-29 years,137
10/31/2021,25-34 years,175
10/31/2021,30-39 years,214
10/31/2021,35-44 years,251
10/31/2021,40-49 years,345
10/31/2021,45-54 years,455
10/31/2021,50-64 years,1088
10/31/2021,55-64 years,839
10/31/2021,65-74 years,1066
10/31/2021,75-84 years,952
10/31/2021,85 years and over,643
10/31/2021,All Ages,3899
10/31/2021,Under 1 year,15
10/31/2021,0-17 years,35
10/31/2021,1-4 years,
10/31/2021,5-14 years,
10/31/2021,15-24 years,30
10/31/2021,18-29 years,42
10/31/2021,25-34 years,62
10/31/2021,30-39 years,118
10/31/2021,35-44 years,154
10/31/2021,40-49 years,168
10/31/2021,45-54 years,262
10/31/2021,50-64 years,724
10/31/2021,55-64 years,553
10/31/2021,65-74 years,845
10/31/2021,75-84 years,945
10/31/2021,85 years and over,1022
11/30/2021,All Ages,7601
11/30/2021,Under 1 year,44
11/30/2021,0-17 years,73
11/30/2021,1-4 years,
11/30/2021,5-14 years,11
11/30/2021,15-24 years,106
11/30/2021,18-29 years,168
11/30/2021,25-34 years,185
11/30/2021,30-39 years,255
11/30/2021,35-44 years,325
11/30/2021,40-49 years,382
11/30/2021,45-54 years,545
11/30/2021,50-64 years,1499
11/30/2021,55-64 years,1154
11/30/2021,65-74 years,1672
11/30/2021,75-84 years,1835
11/30/2021,85 years and over,1717
11/30/2021,All Ages,3993
11/30/2021,Under 1 year,19
11/30/2021,0-17 years,37
11/30/2021,1-4 years,
11/30/2021,5-14 years,
11/30/2021,15-24 years,74
11/30/2021,18-29 years,115
11/30/2021,25-34 years,123
11/30/2021,30-39 years,182
11/30/2021,35-44 years,217
11/30/2021,40-49 years,247
11/30/2021,45-54 years,346
11/30/2021,50-64 years,888
11/30/2021,55-64 years,678
11/30/2021,65-74 years,928
11/30/2021,75-84 years,923
11/30/2021,85 years and over,673
11/30/2021,All Ages,3608
11/30/2021,Under 1 year,25
11/30/2021,0-17 years,36
11/30/2021,1-4 years,
11/30/2021,5-14 years,
11/30/2021,15-24 years,32
11/30/2021,18-29 years,53
11/30/2021,25-34 years,62
11/30/2021,30-39 years,73
11/30/2021,35-44 years,108
11/30/2021,40-49 years,135
11/30/2021,45-54 years,199
11/30/2021,50-64 years,611
11/30/2021,55-64 years,476
11/30/2021,65-74 years,744
11/30/2021,75-84 years,912
11/30/2021,85 years and over,1044
12/31/2021,All Ages,8404
12/31/2021,Under 1 year,50
12/31/2021,0-17 years,95
12/31/2021,1-4 years,
12/31/2021,5-14 years,16
12/31/2021,15-24 years,103
12/31/2021,18-29 years,161
12/31/2021,25-34 years,189
12/31/2021,30-39 years,234
12/31/2021,35-44 years,339
12/31/2021,40-49 years,438
12/31/2021,45-54 years,612
12/31/2021,50-64 years,1615
12/31/2021,55-64 years,1230
12/31/2021,65-74 years,1893
12/31/2021,75-84 years,2160
12/31/2021,85 years and over,1808
12/31/2021,All Ages,4453
12/31/2021,Under 1 year,39
12/31/2021,0-17 years,69
12/31/2021,1-4 years,
12/31/2021,5-14 years,13
12/31/2021,15-24 years,75
12/31/2021,18-29 years,115
12/31/2021,25-34 years,136
12/31/2021,30-39 years,168
12/31/2021,35-44 years,215
12/31/2021,40-49 years,263
12/31/2021,45-54 years,379
12/31/2021,50-64 years,971
12/31/2021,55-64 years,728
12/31/2021,65-74 years,1045
12/31/2021,75-84 years,1106
12/31/2021,85 years and over,716
12/31/2021,All Ages,3951
12/31/2021,Under 1 year,11
12/31/2021,0-17 years,26
12/31/2021,1-4 years,
12/31/2021,5-14 years,
12/31/2021,15-24 years,28
12/31/2021,18-29 years,46
12/31/2021,25-34 years,53
12/31/2021,30-39 years,66
12/31/2021,35-44 years,124
12/31/2021,40-49 years,175
12/31/2021,45-54 years,233
12/31/2021,50-64 years,644
12/31/2021,55-64 years,502
12/31/2021,65-74 years,848
12/31/2021,75-84 years,1054
12/31/2021,85 years and over,1092
1/31/2022,All Ages,9534
1/31/2022,Under 1 year,51
1/31/2022,0-17 years,93
1/31/2022,1-4 years,11
1/31/2022,5-14 years,19
1/31/2022,15-24 years,91
1/31/2022,18-29 years,172
1/31/2022,25-34 years,209
1/31/2022,30-39 years,258
1/31/2022,35-44 years,333
1/31/2022,40-49 years,432
1/31/2022,45-54 years,640
1/31/2022,50-64 years,1845
1/31/2022,55-64 years,1446
1/31/2022,65-74 years,2215
1/31/2022,75-84 years,2396
1/31/2022,85 years and over,2123
1/31/2022,All Ages,5087
1/31/2022,Under 1 year,30
1/31/2022,0-17 years,52
1/31/2022,1-4 years,
1/31/2022,5-14 years,
1/31/2022,15-24 years,62
1/31/2022,18-29 years,118
1/31/2022,25-34 years,137
1/31/2022,30-39 years,164
1/31/2022,35-44 years,217
1/31/2022,40-49 years,272
1/31/2022,45-54 years,384
1/31/2022,50-64 years,1105
1/31/2022,55-64 years,866
1/31/2022,65-74 years,1259
1/31/2022,75-84 years,1258
1/31/2022,85 years and over,859
1/31/2022,All Ages,4447
1/31/2022,Under 1 year,21
1/31/2022,0-17 years,41
1/31/2022,1-4 years,
1/31/2022,5-14 years,10
1/31/2022,15-24 years,29
1/31/2022,18-29 years,54
1/31/2022,25-34 years,72
1/31/2022,30-39 years,94
1/31/2022,35-44 years,116
1/31/2022,40-49 years,160
1/31/2022,45-54 years,256
1/31/2022,50-64 years,740
1/31/2022,55-64 years,580
1/31/2022,65-74 years,956
1/31/2022,75-84 years,1138
1/31/2022,85 years and over,1264
2/28/2022,All Ages,8270
2/28/2022,Under 1 year,40
2/28/2022,0-17 years,78
2/28/2022,1-4 years,
2/28/2022,5-14 years,13
2/28/2022,15-24 years,91
2/28/2022,18-29 years,147
2/28/2022,25-34 years,184
2/28/2022,30-39 years,222
2/28/2022,35-44 years,292
2/28/2022,40-49 years,389
2/28/2022,45-54 years,539
2/28/2022,50-64 years,1526
2/28/2022,55-64 years,1194
2/28/2022,65-74 years,1858
2/28/2022,75-84 years,2152
2/28/2022,85 years and over,1898
2/28/2022,All Ages,4391
2/28/2022,Under 1 year,18
2/28/2022,0-17 years,39
2/28/2022,1-4 years,
2/28/2022,5-14 years,
2/28/2022,15-24 years,60
2/28/2022,18-29 years,103
2/28/2022,25-34 years,133
2/28/2022,30-39 years,144
2/28/2022,35-44 years,190
2/28/2022,40-49 years,260
2/28/2022,45-54 years,337
2/28/2022,50-64 years,904
2/28/2022,55-64 years,701
2/28/2022,65-74 years,1090
2/28/2022,75-84 years,1118
2/28/2022,85 years and over,733
2/28/2022,All Ages,3879
2/28/2022,Under 1 year,22
2/28/2022,0-17 years,39
2/28/2022,1-4 years,
2/28/2022,5-14 years,
2/28/2022,15-24 years,31
2/28/2022,18-29 years,44
2/28/2022,25-34 years,51
2/28/2022,30-39 years,78
2/28/2022,35-44 years,102
2/28/2022,40-49 years,129
2/28/2022,45-54 years,202
2/28/2022,50-64 years,622
2/28/2022,55-64 years,493
2/28/2022,65-74 years,768
2/28/2022,75-84 years,1034
2/28/2022,85 years and over,1165
3/31/2022,All Ages,7311
3/31/2022,Under 1 year,43
3/31/2022,0-17 years,75
3/31/2022,1-4 years,10
3/31/2022,5-14 years,10
3/31/2022,15-24 years,99
3/31/2022,18-29 years,169
3/31/2022,25-34 years,194
3/31/2022,30-39 years,237
3/31/2022,35-44 years,310
3/31/2022,40-49 years,369
3/31/2022,45-54 years,472
3/31/2022,50-64 years,1350
3/31/2022,55-64 years,1062
3/31/2022,65-74 years,1631
3/31/2022,75-84 years,1895
3/31/2022,85 years and over,1585
3/31/2022,All Ages,3907
3/31/2022,Under 1 year,28
3/31/2022,0-17 years,54
3/31/2022,1-4 years,
3/31/2022,5-14 years,
3/31/2022,15-24 years,76
3/31/2022,18-29 years,122
3/31/2022,25-34 years,133
3/31/2022,30-39 years,159
3/31/2022,35-44 years,209
3/31/2022,40-49 years,235
3/31/2022,45-54 years,294
3/31/2022,50-64 years,845
3/31/2022,55-64 years,660
3/31/2022,65-74 years,920
3/31/2022,75-84 years,963
3/31/2022,85 years and over,609
3/31/2022,All Ages,3404
3/31/2022,Under 1 year,15
3/31/2022,0-17 years,21
3/31/2022,1-4 years,
3/31/2022,5-14 years,
3/31/2022,15-24 years,23
3/31/2022,18-29 years,47
3/31/2022,25-34 years,61
3/31/2022,30-39 years,78
3/31/2022,35-44 years,101
3/31/2022,40-49 years,134
3/31/2022,45-54 years,178
3/31/2022,50-64 years,505
3/31/2022,55-64 years,402
3/31/2022,65-74 years,711
3/31/2022,75-84 years,932
3/31/2022,85 years and over,976
4/30/2022,All Ages,6325
4/30/2022,Under 1 year,42
4/30/2022,0-17 years,85
4/30/2022,1-4 years,
4/30/2022,5-14 years,17
4/30/2022,15-24 years,89
4/30/2022,18-29 years,131
4/30/2022,25-34 years,171
4/30/2022,30-39 years,225
4/30/2022,35-44 years,250
4/30/2022,40-49 years,322
4/30/2022,45-54 years,484
4/30/2022,50-64 years,1229
4/30/2022,55-64 years,934
4/30/2022,65-74 years,1350
4/30/2022,75-84 years,1593
4/30/2022,85 years and over,1390
4/30/2022,All Ages,3342
4/30/2022,Under 1 year,28
4/30/2022,0-17 years,55
4/30/2022,1-4 years,
4/30/2022,5-14 years,
4/30/2022,15-24 years,72
4/30/2022,18-29 years,102
4/30/2022,25-34 years,126
4/30/2022,30-39 years,154
4/30/2022,35-44 years,160
4/30/2022,40-49 years,210
4/30/2022,45-54 years,306
4/30/2022,50-64 years,759
4/30/2022,55-64 years,579
4/30/2022,65-74 years,763
4/30/2022,75-84 years,782
4/30/2022,85 years and over,517
4/30/2022,All Ages,2983
4/30/2022,Under 1 year,14
4/30/2022,0-17 years,30
4/30/2022,1-4 years,
4/30/2022,5-14 years,11
4/30/2022,15-24 years,17
4/30/2022,18-29 years,29
4/30/2022,25-34 years,45
4/30/2022,30-39 years,71
4/30/2022,35-44 years,90
4/30/2022,40-49 years,112
4/30/2022,45-54 years,178
4/30/2022,50-64 years,470
4/30/2022,55-64 years,355
4/30/2022,65-74 years,587
4/30/2022,75-84 years,811
4/30/2022,85 years and over,873
5/31/2022,All Ages,6242
5/31/2022,Under 1 year,33
5/31/2022,0-17 years,61
5/31/2022,1-4 years,
5/31/2022,5-14 years,11
5/31/2022,15-24 years,96
5/31/2022,18-29 years,155
5/31/2022,25-34 years,160
5/31/2022,30-39 years,211
5/31/2022,35-44 years,247
5/31/2022,40-49 years,308
5/31/2022,45-54 years,427
5/31/2022,50-64 years,1127
5/31/2022,55-64 years,881
5/31/2022,65-74 years,1374
5/31/2022,75-84 years,1602
5/31/2022,85 years and over,1404
5/31/2022,All Ages,3239
5/31/2022,Under 1 year,18
5/31/2022,0-17 years,41
5/31/2022,1-4 years,
5/31/2022,5-14 years,
5/31/2022,15-24 years,74
5/31/2022,18-29 years,117
5/31/2022,25-34 years,113
5/31/2022,30-39 years,136
5/31/2022,35-44 years,158
5/31/2022,40-49 years,187
5/31/2022,45-54 years,256
5/31/2022,50-64 years,653
5/31/2022,55-64 years,500
5/31/2022,65-74 years,796
5/31/2022,75-84 years,803
5/31/2022,85 years and over,506
